1000    avg = 67481.5   max = 171264
        4096    92.2%   (25.4%)
        8192    66.8%   (66.2%)
        16384   0.6%    (0.6%)
473000  avg = 116716    max = 284388
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (3.7%)
        2048    95.1%   (6%)
        4096    89.1%   (26.2%)
        8192    62.9%   (62.4%)
        16384   0.5%    (0.5%)
474000  avg = 119816    max = 270456
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (3.1%)
        2048    96%     (7.9%)
        4096    88.1%   (23.2%)
        8192    64.9%   (63.9%)
        16384   1%      (1%)
475000  avg = 119835    max = 288120
        256     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (3.2%)
        2048    96%     (5.5%)
        4096    90.5%   (25.8%)
        8192    64.7%   (63.9%)
        16384   0.8%    (0.8%)
476000  avg = 120161    max = 286992
        512     100%    (0.4%)
        1024    99.6%   (3.2%)
        2048    96.4%   (6%)
        4096    90.4%   (25.7%)
        8192    64.7%   (64.1%)
        16384   0.6%    (0.6%)
477000  avg = 118134    max = 272872
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (3.6%)
        2048    95.2%   (7%)
        4096    88.2%   (23.8%)
        8192    64.4%   (63.8%)
        16384   0.6%    (0.6%)
478000  avg = 118647    max = 266768
        256     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (3.7%)
        2048    95.5%   (6.1%)
        4096    89.4%   (24.7%)
        8192    64.7%   (64.3%)
        16384   0.4%    (0.4%)
479000  avg = 120516    max = 271152
        512     100%    (1.3%)
        1024    98.7%   (2.3%)
        2048    96.4%   (4.7%)
        4096    91.7%   (25.8%)
        8192    65.9%   (65.4%)
        16384   0.5%    (0.5%)
480000  avg = 116877    max = 286420
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (3.7%)
        2048    95.3%   (6.5%)
        4096    88.8%   (25.5%)
        8192    63.3%   (62.8%)
        16384   0.5%    (0.5%)
481000  avg = 117479    max = 289820
        128     100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (1%)
        1024    98.7%   (3.3%)
        2048    95.4%   (6.7%)
        4096    88.7%   (25.3%)
        8192    63.4%   (62.5%)
        16384   0.9%    (0.9%)
482000  avg = 118270    max = 273572
        128     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (2.8%)
        2048    96.1%   (5.8%)
        4096    90.3%   (26.6%)
        8192    63.7%   (62.8%)
        16384   0.9%    (0.9%)
483000  avg = 118178    max = 262356
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.5%)
        1024    99.3%   (3.1%)
        2048    96.2%   (5.8%)
        4096    90.4%   (27.6%)
        8192    62.8%   (62.5%)
        16384   0.3%    (0.3%)
484000  avg = 120395    max = 288648
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (2.8%)
        2048    96.3%   (5.2%)
        4096    91.1%   (26.8%)
        8192    64.3%   (63.5%)
        16384   0.8%    (0.8%)
485000  avg = 119381    max = 267112
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (3.4%)
        2048    95.7%   (5.9%)
        4096    89.8%   (24.3%)
        8192    65.5%   (65%)
        16384   0.5%    (0.5%)
486000  avg = 118530    max = 270352
        512     100%    (0.7%)
        1024    99.3%   (3.6%)
        2048    95.7%   (5.8%)
        4096    89.9%   (25.5%)
        8192    64.4%   (63.5%)
        16384   0.9%    (0.9%)
487000  avg = 117703    max = 267152
        256     100%    (0.1%)
        512     99.9%   (0.4%)
        1024    99.5%   (2.5%)
        2048    97%     (6.6%)
        4096    90.4%   (28.4%)
        8192    62%     (61.3%)
        16384   0.7%    (0.7%)
488000  avg = 119425    max = 264676
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (0.7%)
        1024    99%     (2.9%)
        2048    96.1%   (5.2%)
        4096    90.9%   (26.5%)
        8192    64.4%   (64%)
        16384   0.4%    (0.4%)
489000  avg = 118129    max = 283172
        32      100%    (0.1%)
        64      99.9%   (0.1%)
        128     99.8%   (0.1%)
        512     99.7%   (1.1%)
        1024    98.6%   (3.4%)
        2048    95.2%   (5.6%)
        4096    89.6%   (26.5%)
        8192    63.1%   (62.1%)
        16384   1%      (1%)
490000  avg = 118358    max = 274324
        128     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (3.4%)
        2048    95.5%   (5.9%)
        4096    89.6%   (25%)
        8192    64.6%   (64.4%)
        16384   0.2%    (0.2%)
491000  avg = 114691    max = 246140
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.9%)
        2048    95.3%   (7.4%)
        4096    87.9%   (26.9%)
        8192    61%     (60.5%)
        16384   0.5%    (0.5%)
492000  avg = 118199    max = 243376
        256     100%    (0.4%)
        512     99.6%   (0.5%)
        1024    99.1%   (3%)
        2048    96.1%   (6.2%)
        4096    89.9%   (26.5%)
        8192    63.4%   (62.7%)
        16384   0.7%    (0.7%)
493000  avg = 118805    max = 285520
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1.6%)
        1024    98.2%   (2.4%)
        2048    95.8%   (6.9%)
        4096    88.9%   (25.3%)
        8192    63.6%   (62.6%)
        16384   1%      (1%)
494000  avg = 117759    max = 262852
        64      100%    (0.1%)
        128     99.9%   (0.1%)
        512     99.8%   (0.4%)
        1024    99.4%   (2.9%)
        2048    96.5%   (6.6%)
        4096    89.9%   (26.7%)
        8192    63.2%   (62.5%)
        16384   0.7%    (0.7%)
495000  avg = 121587    max = 277852
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.7%)
        1024    99.1%   (2.4%)
        2048    96.7%   (6%)
        4096    90.7%   (23.9%)
        8192    66.8%   (66.1%)
        16384   0.7%    (0.7%)
496000  avg = 120778    max = 270484
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (2.9%)
        2048    96.4%   (6.5%)
        4096    89.9%   (23.2%)
        8192    66.7%   (65.9%)
        16384   0.8%    (0.8%)
497000  avg = 120457    max = 270116
        256     100%    (0.2%)
        512     99.8%   (0.4%)
        1024    99.4%   (2.3%)
        2048    97.1%   (7%)
        4096    90.1%   (24.6%)
        8192    65.5%   (65%)
        16384   0.5%    (0.5%)
498000  avg = 119598    max = 281468
        256     100%    (0.3%)
        512     99.7%   (0.8%)
        1024    98.9%   (2.4%)
        2048    96.5%   (6%)
        4096    90.5%   (26%)
        8192    64.5%   (63.9%)
        16384   0.6%    (0.6%)
499000  avg = 117526    max = 321720
        128     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (4.2%)
        2048    95.2%   (6.8%)
        4096    88.4%   (25.7%)
        8192    62.7%   (62.1%)
        16384   0.6%    (0.6%)
500000  avg = 118808    max = 278392
        128     100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (1%)
        1024    98.8%   (2.4%)
        2048    96.4%   (6.1%)
        4096    90.3%   (27.2%)
        8192    63.1%   (62.7%)
        16384   0.4%    (0.4%)
501000  avg = 117759    max = 220656
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3%)
        2048    96.2%   (6.8%)
        4096    89.4%   (25.5%)
        8192    63.9%   (63.7%)
        16384   0.2%    (0.2%)
502000  avg = 118778    max = 268060
        256     100%    (0.2%)
        512     99.8%   (0.7%)
        1024    99.1%   (3.6%)
        2048    95.5%   (6.5%)
        4096    89%     (24.8%)
        8192    64.2%   (63.5%)
        16384   0.7%    (0.7%)
503000  avg = 117587    max = 316208
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (3.7%)
        2048    95.3%   (7.6%)
        4096    87.7%   (24.7%)
        8192    63%     (62.2%)
        16384   0.8%    (0.8%)
504000  avg = 123014    max = 284596
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (3.3%)
        2048    96.1%   (6.7%)
        4096    89.4%   (20.5%)
        8192    68.9%   (67.8%)
        16384   1.1%    (1.1%)
505000  avg = 117861    max = 318436
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.3%)
        2048    95.9%   (6.6%)
        4096    89.3%   (27%)
        8192    62.3%   (61.6%)
        16384   0.7%    (0.7%)
506000  avg = 119843    max = 274016
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (2%)
        2048    97%     (6.5%)
        4096    90.5%   (25.3%)
        8192    65.2%   (64.8%)
        16384   0.4%    (0.4%)
507000  avg = 116342    max = 287808
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (3.4%)
        2048    95.6%   (8.4%)
        4096    87.2%   (25.3%)
        8192    61.9%   (60.8%)
        16384   1.1%    (1.1%)
508000  avg = 123377    max = 268172
        256     100%    (0.4%)
        512     99.6%   (0.9%)
        1024    98.7%   (3%)
        2048    95.7%   (5%)
        4096    90.7%   (22.6%)
        8192    68.1%   (66.6%)
        16384   1.5%    (1.5%)
509000  avg = 119585    max = 273656
        128     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (2.9%)
        2048    96.2%   (7.2%)
        4096    89%     (23.7%)
        8192    65.3%   (64.4%)
        16384   0.9%    (0.9%)
510000  avg = 119058    max = 313244
        256     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (2.8%)
        2048    96.4%   (6.5%)
        4096    89.9%   (25.1%)
        8192    64.8%   (64.3%)
        16384   0.5%    (0.5%)
511000  avg = 119099    max = 284844
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (2.8%)
        2048    96.5%   (7%)
        4096    89.5%   (25.6%)
        8192    63.9%   (62.9%)
        16384   1%      (1%)
512000  avg = 121022    max = 281492
        256     100%    (0.3%)
        512     99.7%   (0.7%)
        1024    99%     (3.3%)
        2048    95.7%   (5.1%)
        4096    90.6%   (24.7%)
        8192    65.9%   (65.1%)
        16384   0.8%    (0.8%)
513000  avg = 119777    max = 283408
        512     100%    (0.7%)
        1024    99.3%   (2.5%)
        2048    96.8%   (6.3%)
        4096    90.5%   (27.1%)
        8192    63.4%   (62.3%)
        16384   1.1%    (1.1%)
514000  avg = 120898    max = 270304
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (2.5%)
        2048    96.8%   (5.4%)
        4096    91.4%   (25.8%)
        8192    65.6%   (64.9%)
        16384   0.7%    (0.7%)
515000  avg = 117428    max = 266000
        512     100%    (1.3%)
        1024    98.7%   (3.4%)
        2048    95.3%   (5.4%)
        4096    89.9%   (27.9%)
        8192    62%     (61.1%)
        16384   0.9%    (0.9%)
516000  avg = 118404    max = 259732
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (3.2%)
        2048    96.2%   (6.1%)
        4096    90.1%   (26.1%)
        8192    64%     (63.3%)
        16384   0.7%    (0.7%)
517000  avg = 121232    max = 293616
        64      100%    (0.1%)
        128     99.9%   (0.1%)
        256     99.8%   (0.1%)
        512     99.7%   (1%)
        1024    98.7%   (3%)
        2048    95.7%   (6%)
        4096    89.7%   (23.4%)
        8192    66.3%   (65.3%)
        16384   1%      (1%)
518000  avg = 118902    max = 229980
        256     100%    (0.1%)
        512     99.9%   (1.2%)
        1024    98.7%   (2.3%)
        2048    96.4%   (5.5%)
        4096    90.9%   (26.6%)
        8192    64.3%   (64.1%)
        16384   0.2%    (0.2%)
519000  avg = 120621    max = 286320
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (2.5%)
        2048    96.6%   (5.9%)
        4096    90.7%   (26.8%)
        8192    63.9%   (62.7%)
        16384   1.2%    (1.2%)
520000  avg = 116795    max = 284936
        512     100%    (1.4%)
        1024    98.6%   (3.2%)
        2048    95.4%   (7.6%)
        4096    87.8%   (24.3%)
        8192    63.5%   (62.6%)
        16384   0.9%    (0.9%)
521000  avg = 121320    max = 292148
        256     100%    (0.2%)
        512     99.8%   (0.4%)
        1024    99.4%   (2.5%)
        2048    96.9%   (5.1%)
        4096    91.8%   (25.7%)
        8192    66.1%   (65.5%)
        16384   0.6%    (0.6%)
522000  avg = 118519    max = 267048
        256     100%    (0.1%)
        512     99.9%   (1.3%)
        1024    98.6%   (1.9%)
        2048    96.7%   (6.3%)
        4096    90.4%   (26.8%)
        8192    63.6%   (62.7%)
        16384   0.9%    (0.9%)
523000  avg = 119403    max = 270224
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (4%)
        2048    94.9%   (6.4%)
        4096    88.5%   (23.9%)
        8192    64.6%   (63.5%)
        16384   1.1%    (1.1%)
524000  avg = 116338    max = 287936
        256     100%    (0.1%)
        512     99.9%   (1.5%)
        1024    98.4%   (2.8%)
        2048    95.6%   (6.7%)
        4096    88.9%   (27.1%)
        8192    61.8%   (60.8%)
        16384   1%      (1%)
525000  avg = 120012    max = 288700
        512     100%    (0.8%)
        1024    99.2%   (3.4%)
        2048    95.8%   (5.5%)
        4096    90.3%   (25.5%)
        8192    64.8%   (63.9%)
        16384   0.9%    (0.9%)
526000  avg = 118957    max = 290268
        64      100%    (0.1%)
        128     99.9%   (0.1%)
        256     99.8%   (0.1%)
        512     99.7%   (0.4%)
        1024    99.3%   (2.2%)
        2048    97.1%   (6.9%)
        4096    90.2%   (26%)
        8192    64.2%   (63.3%)
        16384   0.9%    (0.9%)
527000  avg = 116923    max = 273784
        256     100%    (0.2%)
        512     99.8%   (1.5%)
        1024    98.3%   (3.8%)
        2048    94.5%   (6%)
        4096    88.5%   (25.1%)
        8192    63.4%   (62.6%)
        16384   0.8%    (0.8%)
528000  avg = 117917    max = 282108
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (2.9%)
        2048    96.2%   (6.6%)
        4096    89.6%   (26.1%)
        8192    63.5%   (62.6%)
        16384   0.9%    (0.9%)
529000  avg = 118966    max = 263852
        64      100%    (0.1%)
        256     99.9%   (0.3%)
        512     99.6%   (1.1%)
        1024    98.5%   (2.6%)
        2048    95.9%   (5.2%)
        4096    90.7%   (26.4%)
        8192    64.3%   (63.4%)
        16384   0.9%    (0.9%)
530000  avg = 117636    max = 270408
        256     100%    (0.1%)
        512     99.9%   (0.5%)
        1024    99.4%   (3.6%)
        2048    95.8%   (6.4%)
        4096    89.4%   (26%)
        8192    63.4%   (62.9%)
        16384   0.5%    (0.5%)
531000  avg = 120242    max = 281144
        256     100%    (0.1%)
        512     99.9%   (1.1%)
        1024    98.8%   (2.9%)
        2048    95.9%   (7.7%)
        4096    88.2%   (23.2%)
        8192    65%     (63.4%)
        16384   1.6%    (1.6%)
532000  avg = 119326    max = 290284
        64      100%    (0.1%)
        256     99.9%   (0.3%)
        512     99.6%   (0.7%)
        1024    98.9%   (3.1%)
        2048    95.8%   (5.7%)
        4096    90.1%   (27.8%)
        8192    62.3%   (60.9%)
        16384   1.4%    (1.4%)
533000  avg = 122234    max = 314184
        256     100%    (0.2%)
        512     99.8%   (0.5%)
        1024    99.3%   (2.6%)
        2048    96.7%   (5.8%)
        4096    90.9%   (25.9%)
        8192    65%     (63.2%)
        16384   1.8%    (1.8%)
534000  avg = 118682    max = 284728
        64      100%    (0.1%)
        256     99.9%   (0.4%)
        512     99.5%   (1%)
        1024    98.5%   (1.8%)
        2048    96.7%   (6.1%)
        4096    90.6%   (28.3%)
        8192    62.3%   (61.4%)
        16384   0.9%    (0.9%)
535000  avg = 118861    max = 310324
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (3.5%)
        2048    95.6%   (5.9%)
        4096    89.7%   (25.5%)
        8192    64.2%   (63%)
        16384   1.2%    (1.2%)
536000  avg = 121873    max = 288112
        512     100%    (0.5%)
        1024    99.5%   (1.5%)
        2048    98%     (6.1%)
        4096    91.9%   (26%)
        8192    65.9%   (65.3%)
        16384   0.6%    (0.6%)
537000  avg = 119369    max = 268144
        256     100%    (0.1%)
        512     99.9%   (0.3%)
        1024    99.6%   (2%)
        2048    97.6%   (6.6%)
        4096    91%     (28.1%)
        8192    62.9%   (62.2%)
        16384   0.7%    (0.7%)
538000  avg = 117148    max = 284948
        256     100%    (0.3%)
        512     99.7%   (0.8%)
        1024    98.9%   (4.1%)
        2048    94.8%   (5.9%)
        4096    88.9%   (26.7%)
        8192    62.2%   (61.1%)
        16384   1.1%    (1.1%)
539000  avg = 121279    max = 261660
        512     100%    (0.8%)
        1024    99.2%   (3.2%)
        2048    96%     (5.5%)
        4096    90.5%   (23.8%)
        8192    66.7%   (66%)
        16384   0.7%    (0.7%)
540000  avg = 119948    max = 266288
        512     100%    (0.8%)
        1024    99.2%   (3.6%)
        2048    95.6%   (6.4%)
        4096    89.2%   (24.8%)
        8192    64.4%   (63.6%)
        16384   0.8%    (0.8%)
541000  avg = 120245    max = 282460
        256     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (2.6%)
        2048    96.6%   (6.6%)
        4096    90%     (25.4%)
        8192    64.6%   (63.5%)
        16384   1.1%    (1.1%)
542000  avg = 121421    max = 281496
        128     100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (0.9%)
        1024    98.8%   (2.5%)
        2048    96.3%   (6.4%)
        4096    89.9%   (23.7%)
        8192    66.2%   (65%)
        16384   1.2%    (1.2%)
543000  avg = 119844    max = 281444
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (3.2%)
        2048    95.7%   (5.8%)
        4096    89.9%   (25.1%)
        8192    64.8%   (63.5%)
        16384   1.3%    (1.3%)
544000  avg = 119276    max = 285016
        256     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (4.3%)
        2048    94.9%   (6%)
        4096    88.9%   (24.3%)
        8192    64.6%   (63.7%)
        16384   0.9%    (0.9%)
545000  avg = 121566    max = 280032
        64      100%    (0.1%)
        512     99.9%   (0.1%)
        1024    99.8%   (3.7%)
        2048    96.1%   (6%)
        4096    90.1%   (23.7%)
        8192    66.4%   (65.3%)
        16384   1.1%    (1.1%)
546000  avg = 120644    max = 270440
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (3.1%)
        2048    96.2%   (5.9%)
        4096    90.3%   (23.8%)
        8192    66.5%   (65.6%)
        16384   0.9%    (0.9%)
547000  avg = 120528    max = 288692
        64      100%    (0.1%)
        128     99.9%   (0.1%)
        256     99.8%   (0.1%)
        512     99.7%   (0.9%)
        1024    98.8%   (2.6%)
        2048    96.2%   (5.7%)
        4096    90.5%   (25.6%)
        8192    64.9%   (63.9%)
        16384   1%      (1%)
548000  avg = 120806    max = 280744
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (1.6%)
        1024    98.1%   (2.6%)
        2048    95.5%   (5.5%)
        4096    90%     (25.1%)
        8192    64.9%   (63.9%)
        16384   1%      (1%)
549000  avg = 117888    max = 288804
        256     100%    (0.5%)
        512     99.5%   (0.7%)
        1024    98.8%   (5%)
        2048    93.8%   (5.6%)
        4096    88.2%   (23.7%)
        8192    64.5%   (63.5%)
        16384   1%      (1%)
550000  avg = 121582    max = 289684
        512     100%    (1%)
        1024    99%     (2.7%)
        2048    96.3%   (4.8%)
        4096    91.5%   (25.4%)
        8192    66.1%   (65.2%)
        16384   0.9%    (0.9%)
551000  avg = 119910    max = 286084
        512     100%    (1%)
        1024    99%     (2.8%)
        2048    96.2%   (6.7%)
        4096    89.5%   (25.4%)
        8192    64.1%   (62.4%)
        16384   1.7%    (1.7%)
552000  avg = 119023    max = 278792
        64      100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (4.2%)
        2048    94.9%   (5.9%)
        4096    89%     (24.5%)
        8192    64.5%   (63.8%)
        16384   0.7%    (0.7%)
553000  avg = 120991    max = 289352
        256     100%    (0.1%)
        512     99.9%   (1.6%)
        1024    98.3%   (2.6%)
        2048    95.7%   (6.6%)
        4096    89.1%   (23.4%)
        8192    65.7%   (64.3%)
        16384   1.4%    (1.4%)
554000  avg = 119947    max = 269464
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (3.1%)
        2048    95.8%   (5.8%)
        4096    90%     (25%)
        8192    65%     (64.4%)
        16384   0.6%    (0.6%)
555000  avg = 122050    max = 318876
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (2.8%)
        2048    96.5%   (5.1%)
        4096    91.4%   (24.6%)
        8192    66.8%   (65.2%)
        16384   1.6%    (1.6%)
556000  avg = 121627    max = 306420
        256     100%    (0.2%)
        512     99.8%   (0.4%)
        1024    99.4%   (2.8%)
        2048    96.6%   (5.8%)
        4096    90.8%   (25.2%)
        8192    65.6%   (64.3%)
        16384   1.3%    (1.3%)
557000  avg = 119519    max = 285392
        256     100%    (0.1%)
        512     99.9%   (0.6%)
        1024    99.3%   (4.2%)
        2048    95.1%   (4.8%)
        4096    90.3%   (25.7%)
        8192    64.6%   (63.4%)
        16384   1.2%    (1.2%)
558000  avg = 120962    max = 281496
        256     100%    (0.2%)
        512     99.8%   (0.7%)
        1024    99.1%   (4.1%)
        2048    95%     (6.3%)
        4096    88.7%   (23.2%)
        8192    65.5%   (64.1%)
        16384   1.4%    (1.4%)
559000  avg = 121344    max = 288020
        512     100%    (1%)
        1024    99%     (3.5%)
        2048    95.5%   (4.5%)
        4096    91%     (24.5%)
        8192    66.5%   (65.3%)
        16384   1.2%    (1.2%)
560000  avg = 118157    max = 287876
        256     100%    (0.3%)
        512     99.7%   (0.6%)
        1024    99.1%   (3.5%)
        2048    95.6%   (7.2%)
        4096    88.4%   (26.9%)
        8192    61.5%   (60%)
        16384   1.5%    (1.5%)
561000  avg = 120717    max = 276792
        64      100%    (0.1%)
        256     99.9%   (0.1%)
        512     99.8%   (0.6%)
        1024    99.2%   (3%)
        2048    96.2%   (5.9%)
        4096    90.3%   (25%)
        8192    65.3%   (64.2%)
        16384   1.1%    (1.1%)
562000  avg = 118381    max = 291680
        64      100%    (0.1%)
        256     99.9%   (0.2%)
        512     99.7%   (0.5%)
        1024    99.2%   (3.8%)
        2048    95.4%   (5.2%)
        4096    90.2%   (27.4%)
        8192    62.8%   (61.8%)
        16384   1%      (1%)
563000  avg = 122147    max = 264720
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (3.6%)
        2048    95.6%   (5.5%)
        4096    90.1%   (22.1%)
        8192    68%     (67%)
        16384   1%      (1%)
564000  avg = 122026    max = 274244
        256     100%    (0.2%)
        512     99.8%   (1.1%)
        1024    98.7%   (2.9%)
        2048    95.8%   (6.2%)
        4096    89.6%   (23%)
        8192    66.6%   (65.4%)
        16384   1.2%    (1.2%)
565000  avg = 119666    max = 271784
        256     100%    (0.2%)
        512     99.8%   (1.1%)
        1024    98.7%   (2.4%)
        2048    96.3%   (5.8%)
        4096    90.5%   (26.5%)
        8192    64%     (63.2%)
        16384   0.8%    (0.8%)
566000  avg = 121814    max = 286428
        512     100%    (1.3%)
        1024    98.7%   (3.6%)
        2048    95.1%   (4.3%)
        4096    90.8%   (24.7%)
        8192    66.1%   (65.1%)
        16384   1%      (1%)
567000  avg = 122088    max = 289748
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (2%)
        2048    97.2%   (5.4%)
        4096    91.8%   (25.7%)
        8192    66.1%   (64.9%)
        16384   1.2%    (1.2%)
568000  avg = 122732    max = 281124
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (2.9%)
        2048    96.2%   (6.2%)
        4096    90%     (23.3%)
        8192    66.7%   (65.7%)
        16384   1%      (1%)
569000  avg = 122878    max = 291104
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (1.8%)
        2048    97.1%   (5.6%)
        4096    91.5%   (25%)
        8192    66.5%   (65.6%)
        16384   0.9%    (0.9%)
570000  avg = 123259    max = 288716
        256     100%    (0.1%)
        512     99.9%   (0.9%)
        1024    99%     (2.8%)
        2048    96.2%   (6.1%)
        4096    90.1%   (22.1%)
        8192    68%     (66.5%)
        16384   1.5%    (1.5%)
571000  avg = 121380    max = 270356
        512     100%    (0.2%)
        1024    99.8%   (3.2%)
        2048    96.6%   (7.6%)
        4096    89%     (22.5%)
        8192    66.5%   (65.1%)
        16384   1.4%    (1.4%)
572000  avg = 120424    max = 279536
        256     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (4.1%)
        2048    95.1%   (6.7%)
        4096    88.4%   (23.5%)
        8192    64.9%   (63.7%)
        16384   1.2%    (1.2%)
573000  avg = 122419    max = 282108
        512     100%    (1.3%)
        1024    98.7%   (2.1%)
        2048    96.6%   (5.7%)
        4096    90.9%   (23.9%)
        8192    67%     (66%)
        16384   1%      (1%)
574000  avg = 121375    max = 275176
        256     100%    (0.1%)
        512     99.9%   (0.2%)
        1024    99.7%   (3.3%)
        2048    96.4%   (6.3%)
        4096    90.1%   (25%)
        8192    65.1%   (64.4%)
        16384   0.7%    (0.7%)
575000  avg = 117000    max = 288548
        512     100%    (0.8%)
        1024    99.2%   (4%)
        2048    95.2%   (8.2%)
        4096    87%     (24.2%)
        8192    62.8%   (62%)
        16384   0.8%    (0.8%)
576000  avg = 119511    max = 283272
        256     100%    (0.1%)
        512     99.9%   (0.8%)
        1024    99.1%   (4.2%)
        2048    94.9%   (4.4%)
        4096    90.5%   (26.5%)
        8192    64%     (63%)
        16384   1%      (1%)
577000  avg = 121311    max = 291152
        256     100%    (0.1%)
        512     99.9%   (1%)
        1024    98.9%   (3.2%)
        2048    95.7%   (5.5%)
        4096    90.2%   (24%)
        8192    66.2%   (64.7%)
        16384   1.5%    (1.5%)
578000  avg = 121579    max = 290272
        512     100%    (1.2%)
        1024    98.8%   (3.6%)
        2048    95.2%   (5.6%)
        4096    89.6%   (23.7%)
        8192    65.9%   (64%)
        16384   1.9%    (1.9%)
579000  avg = 119832    max = 263892
        256     100%    (0.2%)
        512     99.8%   (1%)
        1024    98.8%   (3.5%)
        2048    95.3%   (5.6%)
        4096    89.7%   (24.8%)
        8192    64.9%   (63.8%)
        16384   1.1%    (1.1%)
580000  avg = 120730    max = 288600
        256     100%    (0.3%)
        512     99.7%   (0.8%)
        1024    98.9%   (3%)
        2048    95.9%   (5.7%)
        4096    90.2%   (24.7%)
        8192    65.5%   (64.2%)
        16384   1.3%    (1.3%)
581000  avg = 121347    max = 291896
        256     100%    (0.2%)
        512     99.8%   (1.1%)
        1024    98.7%   (3.6%)
        2048    95.1%   (5.9%)
        4096    89.2%   (21.6%)
        8192    67.6%   (66.4%)
        16384   1.2%    (1.2%)
582000  avg = 121456    max = 291352
        256     100%    (0.3%)
        512     99.7%   (0.5%)
        1024    99.2%   (3.1%)
        2048    96.1%   (5.4%)
        4096    90.7%   (24.5%)
        8192    66.2%   (65%)
        16384   1.2%    (1.2%)
583000  avg = 117420    max = 289640
        256     100%    (0.2%)
        512     99.8%   (0.9%)
        1024    98.9%   (4.1%)
        2048    94.8%   (6.2%)
        4096    88.6%   (24.6%)
        8192    64%     (63.3%)
        16384   0.7%    (0.7%)
584000  avg = 120873    max = 267972
        256     100%    (0.1%)
        512     99.9%   (0.7%)
        1024    99.2%   (2.5%)
        2048    96.7%   (4.6%)
        4096    92.1%   (27.7%)
        8192    64.4%   (62.9%)
        16384   1.5%    (1.5%)
585000  avg = 119363    max = 310164
        64      100%    (0.1%)
        128     99.9%   (0.2%)
        256     99.7%   (0.2%)
        512     99.5%   (0.5%)
        1024    99%     (3.3%)
        2048    95.7%   (6%)
        4096    89.7%   (25.2%)
        8192    64.5%   (63.9%)
        16384   0.6%    (0.6%)
586000  avg = 122795    max = 310688
        256     100%    (0.2%)
        512     99.8%   (0.6%)
        1024    99.2%   (2.4%)
        2048    96.8%   (5.8%)
        4096    91%     (24.9%)
        8192    66.1%   (64.4%)
